Assembly Accession,Assembly Name,Organism Name,Organism Taxonomic ID,Organism Infraspecific Names Breed,Organism Infraspecific Names Strain,Organism Infraspecific Names Cultivar,Organism Infraspecific Names Ecotype,Organism Infraspecific Names Isolate,Organism Infraspecific Names Sex,Annotation Name,Assembly Stats Total Sequence Length,Assembly Stats Total Number of Chromosomes,Assembly Level,Assembly Release Date,WGS project accession,Assembly Stats Number of Scaffolds
GCA_022058775.1,Chambourcin,Vitis hybrid cultivar,241073,,,Chambourcin,North America,,hermaphrodite,,610844476,,Scaffold,2/8/22,JAJJMF01,30917
GCA_003254885.1,ASM325488v1,Purshia tridentata,32243,,,,,NF-2018-11,,,175970657,,Scaffold,6/19/18,QANT01,9353
GCA_036023075.1,ASM3602307v1,Gaultheria prostrata,1091537,,,,,LL-2021-03,,,408494255,,Scaffold,1/25/24,JAXBDA01,66320
GCA_946598075.1,Wild Jack,Artocarpus hirsutus,291940,,,,,,,,796234690,,Scaffold,11/29/22,CAMOHE01,59945
GCA_005239505.1,ASM523950v1,Nicotiana paniculata,62141,,,,,,,,2190564486,,Scaffold,5/2/19,MDKI01,181977
GCA_003123845.1,ASM312384v1,Juglans microcarpa,91219,,,,,DJUG29.11,,,913972398,,Scaffold,5/14/18,QEOX01,112570
GCA_001602315.1,ASM160231v1,Zoysia pacifica,1070856,,,Zanpa,,,,,397009957,,Scaffold,3/15/16,BCLH01,11428
GCA_900406395.1,ASM90040639v1,Kernera saxatilis,169074,,,,,,,,143969369,,Scaffold,6/14/19,OVAY01,18372
GCA_900406535.1,ASM90040653v1,Raparia bulbosa,165365,,,,,,,,152783568,,Scaffold,6/14/19,OVBJ01,13874
GCA_022058835.1,Jaeger_70,Vitis aestivalis var. linsecomii x Vitis rupestris,2690240,,,Jaeger 70,North America,,hermaphrodite,,608407531,,Scaffold,2/8/22,JAJJMG01,37337
GCA_005239525.1,ASM523952v1,Nicotiana knightiana,118699,,,,,,,,2298938968,,Scaffold,5/2/19,MDKJ01,160415
GCA_003254925.1,ASM325492v1,Chamaecrista fasciculata,53854,,,,,NF-2018-5,,,429102545,,Scaffold,6/19/18,QANZ01,56674
GCA_001687025.1,ASM168702v1,Chenopodium suecicum,434248,,,,,BYU_1480,,,536949264,,Scaffold,7/18/16,MATQ01,11198
GCA_900406435.1,ASM90040643v1,Lepidium aucheri,153329,,,,,,,,332062533,,Scaffold,6/15/19,OVBA01,31191
GCA_037974625.1,ASM3797462v1,Cucumis cinereus,442817,,,,,BA7VQ2SMK8,,,279241662,,Scaffold,4/5/24,JBBPDJ01,39117
GCA_003260655.2,B_cretica_A_v2,Brassica cretica,69181,,,,,PFS-1207/04,,Annotation submitted by University of Exeter,332349879,,Scaffold,3/24/20,QGKV02,2934
GCA_037974735.1,ASM3797473v1,Cicer chorassanicum,107682,,,ICC 17141,,,,,556642355,,Scaffold,4/5/24,JBBPBP01,9780
GCA_036250405.1,rap1645,Solanum raphanifolium,172264,,,,,CIP761645.014,,,661044121,,Contig,1/29/24,JAJOOE01,
GCA_019656275.1,RKI_r1.0,Rhododendron kiyosumense,118354,,,,,KMT1,,,601919567,,Scaffold,6/21/21,BPLS01,32308
GCA_029582725.1,chq2573,Solanum chiquidenum,856890,,,,,CIP762573.219,,,693400501,,Contig,4/4/23,JAJOOS01,
GCA_029582625.1,blv1353,Solanum boliviense,561126,,,,,CIP761353.009,,,666810905,,Contig,4/4/23,JAJOOJ01,
GCA_029582685.1,pur1868,Solanum piurae,205571,,,,,CIP761868.202,,,720192443,,Contig,4/4/23,JAJOOO01,
GCA_037974775.1,ASM3797477v1,Cicer pinnatifidum,47088,,,ICC 17126,,,,,643914008,,Scaffold,4/5/24,JBBPBR01,30682
GCA_947857235.1,Jp-NYBG654-70B-DRAFT-NextGenCassava-1.0,Jatropha podagrica,454933,,,,654/70*B,1,,,316784023,,Contig,4/8/23,CANUEP01,
GCA_029582545.1,lgl2830,Solanum lignicaule,315341,,,,,CIP762830.057,,,662942901,,Contig,4/4/23,JAJOOF01,
GCA_948099535.1,Jm-MOBOT1985-0884-1-DRAFT-NextGenCassava-1.0,Jatropha multifida,3996,,,,1985-0884-1,1,,,348068331,,Contig,4/8/23,CANUEX01,
GCA_029582585.1,buk0368,Solanum bukasovii,172263,,,,,CIP760368.015,,,716989807,,Contig,4/4/23,JAJOOI01,
GCA_037974875.1,ASM3797487v1,Cicer bijugum,90899,,,ICC 17289,,,,,433885734,,Scaffold,4/5/24,JBBPBT01,1579
GCA_029582525.1,tcn8663,Solanum tacnaense,2898762,,,,,CIP762866.038,,,728989011,,Contig,4/4/23,JAJOOD01,
GCA_029582215.1,spl0147,Solanum sparsipilum,172796,,,,,CIP760147.7,,,697909412,,Contig,4/4/23,JAKRZT01,
GCA_949677035.1,Od-MOBOT-1997-2689-1-DRAFT-NextGenCassava-1.0,Omphalea diandra,289649,,,,,,,,1103020385,,Contig,4/9/23,CATIWR01,
GCA_029582405.1,S15,Solanum gandarillasii,561127,,,,,,,,686228213,,Contig,4/4/23,JAJONY01,
GCA_029582605.1,grc1498,Solanum gracilifrons,2898761,,,,,CIP761498.010,,,669865430,,Contig,4/4/23,JAJOOH01,
GCA_029582445.1,pcs2126,Solanum paucissectum,856984,,,,,CIP762126.217,,,734795577,,Contig,4/4/23,JAJONZ01,
GCA_949630135.1,SAMN08770980-DRAFT-NextGenCassava-1.0,Balakata baccata,571348,,,,,,,,548507773,,Contig,4/8/23,CATIWF01,
GCA_029582385.1,S12,Solanum tarijense,257458,,,,,,,,711715600,,Contig,4/4/23,JAJONW01,
GCA_029582565.1,ifd1359,Solanum infundibuliforme,315340,,,,,CIP761359.032,,,684052840,,Contig,4/4/23,JAJOOG01,
GCA_029582645.1,mga1403,Solanum megistacrolobum,445678,,,,,CIP761403.208,,,695075751,,Contig,4/4/23,JAJOON01,
GCA_036897095.1,ASM3689709v1,Plantago elongata,223177,,,,,pelo-001,,,263473792,,Contig,2/28/24,JAYMSP01,
GCA_900406275.1,ASM90040627v1,Anastatica hierochuntica,663965,,,,,,,,542343195,,Scaffold,6/19/19,OVAN01,72649
GCA_903798385.1,FRAX31-0.1,Fraxinus cuspidata,56042,,,,,,,,623191050,,Scaffold,6/16/20,CAIGRP01,133719
GCA_028571225.1,ASM2857122v1,Parsonsia alboflavescens,2126282,,,,,IRGN SUV71VM5IS,,,384286440,,Scaffold,2/9/23,JAOXNR01,55027
GCA_903798255.1,FRAX11-0.1,Fraxinus quadrangulata,56032,,,,,,,,692885427,,Scaffold,6/16/20,CAIGRB01,175641
GCA_029582485.1,trp2833,Solanum tarapatanum,2898763,,,,,CIP762833.025,,,717717986,,Contig,4/4/23,JAJOOB01,
GCA_017140935.1,Hvir_nuclei_sn_run2_2,Hamamelis virginiana,4397,,,,,DLS-2021,,,902548581,,Scaffold,3/2/21,JAESVK01,83352
GCA_027563885.1,ASM2756388v1,Erythroxylum longipes,2768049,,,,,Oviedo-04feb09,,,725526181,,Scaffold,1/3/23,JAOQMS01,106945
GCA_027563595.1,ASM2756359v1,Erythroxylum suave,2768050,,,,,IRGN MR5AR62AIL,,,858558633,,Scaffold,1/3/23,JAOSBN01,177407
GCA_025774065.1,ASM2577406v1,Solanum ossicruentum,2570597,,,,,IRGN Q0GR2IIAR8,,,877460039,,Scaffold,10/20/22,JAOTQR01,150666
GCA_026153255.1,ASM2615325v1,Solanum medicagineum,2570596,,,,,1FG9I8TKRD,,,779252927,,Scaffold,11/12/22,JAPFFP01,115791
GCA_037176905.1,ASM3717690v1,Azolla pinnata,99433,,,,,9HXLW1E8QB,,,167346170,,Scaffold,3/15/24,JBBBWG01,33639
GCA_037833695.1,ASM3783369v1,Sechiopsis laciniata,1132105,,,,,M. Nee 32356,,,453615803,,Scaffold,3/29/24,JBBMKA01,95739
GCA_014898755.1,HAGU_1.0,Handroanthus guayacan,429699,,,,,HBG# 8421,,,339723547,,Scaffold,10/20/20,JACFYI01,3833
GCA_027575705.1,ASM2757570v1,Erythroxylum echinodendron,2768046,,,,,IRGN Oviedo-10dic07,,,767749503,,Scaffold,1/6/23,JANZXR01,383336
GCA_037832605.1,ASM3783260v1,Cyclanthera cordifolia,1568992,,,,,LSHMSU37T1,,,390802815,,Scaffold,3/29/24,JBBMEG01,81113
GCA_025629805.1,ASM2562980v1,Erythroxylum baracoense,2768045,,,,,IRGN Oviedo-03feb09,,,674802793,,Scaffold,10/8/22,JAOTAY01,81752
GCA_034768845.1,ASM3476884v1,Heliamphora exappendiculata,860199,,,,,IRGN FSXDB2XUUD,,,1355010044,,Scaffold,12/28/23,JAOTRH01,489109
GCA_025593235.1,ASM2559323v1,Vachellia pachyceras,1985974,,,Tree,Kuwaiti,AP_001KW,,,1043327538,,Scaffold,10/5/22,JANTPZ01,155409
GCA_038382645.1,ASM3838264v1,Spergularia azorica,1053397,,,,,81GJMWJLEC,,,500222117,,Scaffold,4/18/24,JBBYHQ01,350571
GCA_027576715.1,ASM2757671v1,Erythroxylum flavicans,2768047,,,,,IRGN Oviedo-05feb09,,,692604850,,Scaffold,1/6/23,JANZXP01,138460
GCA_900406425.1,ASM90040642v1,Iberis pinnata,1533145,,,,,,,,686283031,,Scaffold,6/19/19,OVBE01,141542
GCA_036897365.1,ASM3689736v1,Geranium brycei,379939,,,,,gbr-001,,,300041691,,Contig,2/28/24,JAYMTP01,
GCA_900406245.1,Illumina short-read assembly of Alyssum argenteum,Odontarrhena argentea,226021,,,,,,,,183186458,,Scaffold,6/14/19,OVAF01,32097
GCA_900322385.1,ASM90032238v1,Pharnaceum exiguum,2083489,,,,,,,,287973299,,Scaffold,1/11/20,ONZK01,16641
GCA_903798345.1,FRAX27-0.1,Fraxinus anomala,56041,,,,,,,,655756233,,Scaffold,6/16/20,CAIGRN01,205647
GCA_036897485.1,ASM3689748v1,Pelargonium nanum,59882,,,,,pna-001,,,262341777,,Contig,2/28/24,JAYMTF01,
GCA_024699735.1,UWA_Paus_1.0,Posidonia australis,55488,,,,Western Australia,UWA_2022a,,,1215106734,,Contig,8/15/22,JAMKQA01,
GCA_026212285.1,INECOL_Bcun_1.0,Bursera cuneata,80294,,,,,,female,,252900611,,Scaffold,11/16/22,JANLJB01,70005
GCA_037832685.1,ASM3783268v1,Sicyos baderoa,386234,,,,,JG6F8LG5PF,,,354592861,,Scaffold,3/29/24,JBBMEF01,84800
GCA_027568895.1,ASM2756889v1,Erythroxylum shatona,2303057,,,,,F 2320299,,,692895338,,Scaffold,1/3/23,JAOSBK01,80334
GCA_032718425.1,ASM3271842v1,Saxifraga oppositifolia,29771,,,,cushion,SO18-H1-1-GN,hermaphrodite,,1325903,,Scaffold,10/16/23,JAVLSU01,11
GCA_014843705.1,ASM1484370v1,Euphrasia arctica,474999,,,,,E028,,,505373722,,Scaffold,10/5/20,JACOMQ01,155253
GCA_026225775.1,INECOL_Bpal_1.0,Bursera palmeri,80321,,,,,Bm67-1617,,,237431143,,Scaffold,11/17/22,JANKKB01,67240
GCA_032270985.1,ASM3227098v1,Heliamphora pulchella,1202731,,,,,IRGN 9ZRRDLEDD8,,,992772932,,Scaffold,10/2/23,JAULJZ01,226020
GCA_025802335.1,ASM2580233v1,Pinguicula primuliflora,326274,,,,,IRGN FWCRRQ8MCI,,,404192229,,Scaffold,10/23/22,JAOYMZ01,92717
GCA_026413385.1,ASM2641338v1,Erythroxylum gracilipes,2303035,,,,,F 2324350,,,592835783,,Scaffold,11/27/22,JANZLC01,78858
GCA_026770405.1,ASM2677040v1,Erythroxylum engleri,2589462,,,,,F 2199298,,,592835783,,Scaffold,12/9/22,JANZLJ01,78858
GCA_900406295.1,Alyssum saxatile,Aurinia saxatilis,169069,,,,,,,,316420398,,Scaffold,6/15/19,OVAP01,76972
GCA_027563575.1,ASM2756357v1,Erythroxylum pedicellare,2589511,,,,,Oviedo-26oct09,,,772611573,,Scaffold,1/3/23,JAOQMP01,113034
GCA_901111285.1,Corrigiola_litoralis_v1,Corrigiola litoralis,46118,,,,,,,,304398433,,Scaffold,1/11/20,CAAKMY01,128208
GCA_032355605.1,ASM3235560v1,Rubia tinctorum,29802,,,,,IRGN 9FWFBTQTAN,,,917824851,,Scaffold,10/4/23,JAULKM01,173602
GCA_025504915.1,ASM2550491v1,Erythroxylum reticulatum,2303053,,,,,F 1774549,,,933378646,,Scaffold,9/30/22,JANSVA01,450665
GCA_006871305.1,Vcoll-BR_v1,Vachellia collinsii,284492,,,,,Belize_R,,,461064704,,Scaffold,7/10/19,QFDD01,122260
GCA_949673415.1,SAMN08770453-DRAFT-NextGenCassava-1.0,Euphorbia schlechtendalii,216487,,,,,,,,1105326944,,Contig,4/9/23,CATIWQ01,
GCA_027123425.1,ASM2712342v1,Erythroxylum panamense,681435,,,,,DMW-594,,,572737029,,Scaffold,12/20/22,JAOTIZ01,68581
GCA_025629845.1,ASM2562984v1,Erythroxylum squamatum,2589535,,,,,IRGN DMW-595,,,552878497,,Scaffold,10/8/22,JAOTBA01,71495
GCA_025629825.1,ASM2562982v1,Erythroxylum guanchezii,2303036,,,,,F 2324335,,,729564041,,Scaffold,10/8/22,JAOTAX01,167288
GCA_027478495.1,ASM2747849v1,Erythroxylum alaternifolium,2589433,,,,,IRGN Oviedo-11dic07,,,1140126728,,Scaffold,12/28/22,JANIIA01,500053
GCA_900406345.1,ASM90040634v1,Erysimum cheiri,71232,,,,,,,,147320935,,Scaffold,6/14/19,OVAQ01,37531
GCA_903798405.1,FRAX33-0.1,Fraxinus platypoda,56030,,,,,,,,610878706,,Scaffold,6/16/20,CAIGRT01,237163
GCA_035590515.1,ASM3559051v1,Trichilia minutiflora,1640472,,,,,IRGN FHL2023013,,,688962380,,Scaffold,1/11/24,JAVXUL01,167661
GCA_025447715.1,ASM2544771v1,Asclepias incarnata,330158,,,,,UN7N9ALJX0,,,324496305,,Scaffold,9/27/22,JAOEHQ01,51350
GCA_009849685.1,ASM984968v1,Solanum x juzepczukii,136614,,,,,,,,1002422951,,Contig,1/10/20,WBID01,
GCA_903798335.1,FRAX26-0.1,Fraxinus albicans,102695,,,,,,,,712275703,,Scaffold,6/16/20,CAIGRM01,300217
GCA_900406325.1,ASM90040632v1,Erucastrum elatum,1078598,,,,,,,,362114105,,Scaffold,6/15/19,OVBX01,80289
GCA_027568935.1,ASM2756893v1,Erythroxylum urbanii,1471847,,,,,COLO Clase-5386,,,763890317,,Scaffold,1/3/23,JAOQML01,165972
GCA_026284645.1,ASM2628464v1,Erythroxylum acuminatum,2589431,,,,,F 2320300,,,520944951,,Scaffold,11/22/22,JANKOD01,74199
GCA_947644855.1,Bmrh_v1.0,Beta macrorhiza,1775858,,,,,,,,736230911,,Scaffold,7/2/23,CANSTN01,218216
GCA_035583425.1,ASM3558342v1,Marsdenia floribunda,2163920,,,,,DCD2DGRWD3,,,317888835,,Scaffold,1/11/24,JAXGGT01,86819
GCA_026546835.1,ASM2654683v1,Erythroxylum foetidum,2303032,,,,,F 2324478,,,616342432,,Scaffold,11/30/22,JANZLF01,147726
GCA_027563865.1,ASM2756386v1,Erythroxylum pelleterianum,2589512,,,,,F 2198815,,,574749498,,Scaffold,1/3/23,JAOQMR01,116277
GCA_027563845.1,ASM2756384v1,Erythroxylum subrotundum,2303059,,,,,F 2320282,,,548290955,,Scaffold,1/3/23,JAOQMQ01,136388
GCA_009849805.1,ASM984980v1,Solanum ahanhuiri,875672,,,,,,,,828902572,,Contig,1/10/20,WBIA01,
GCA_024703695.1,ASM2470369v1,Erythroxylum cataractarum,2303025,,,,,F 2324364,,,1016121320,,Scaffold,8/16/22,JANJEY01,156516
GCA_025531955.1,ASM2553195v1,Erythroxylum orinocense,2303049,,,,,IRGN DMW-613,,,682534926,,Scaffold,10/3/22,JANZLX01,191403
GCA_027564395.1,ASM2756439v1,Erythroxylum ulei,2589546,,,,,F 2320301,,,1042821989,,Scaffold,1/3/23,JANITX01,195220
GCA_037177275.1,ASM3717727v1,Acacia concinna,1524234,,,,,WYBBTUP01D,,,742989827,,Scaffold,3/15/24,JBAGKO01,225479
GCA_903798235.1,FRAX07-0.1,Fraxinus ornus,38874,,,,,,,,855147449,,Scaffold,6/16/20,CAIGRF01,417940
GCA_903798355.1,FRAX28-0.1,Fraxinus baroniana,1616475,,,,,,,,716456892,,Scaffold,6/16/20,CAIGRO01,314574
GCA_027564335.1,ASM2756433v1,Erythroxylum williamsii,2303065,,,,,F 2324477,,,1013525307,,Scaffold,1/3/23,JANITW01,154585
GCA_026546855.1,ASM2654685v1,Erythroxylum incrassatum,2303040,,,,,KHD 63027,,,698891718,,Scaffold,11/30/22,JANVCL01,413353
GCA_034509125.1,ASM3450912v1,Monilaria moniliformis,215985,,,,,86LUMMLNSS,,,553936138,,Scaffold,12/21/23,JAYDZE01,581851
GCA_027478365.1,ASM2747836v1,Erythroxylum rufum,1465301,,,,,F 2324479,,,1026915537,,Scaffold,12/28/22,JANIHZ01,154543
GCA_024520975.1,ASM2452097v1,Erythroxylum areolatum,1040647,,,,,USDA Fox-165,,,1181221997,,Scaffold,8/3/22,JANIJH01,571578
GCA_025642025.1,ASM2564202v1,Rhododendron ferrugineum,49622,,,,,IRGN D48YBCDASF,,,464682895,,Scaffold,10/10/22,JAOTQK01,85700
GCA_903798395.1,FRAX32-0.1,Fraxinus floribunda,490840,,,,,,,,710021870,,Scaffold,6/16/20,CAIGRS01,343180
GCA_025531925.1,ASM2553192v1,Erythroxylum plowmanianum,2303051,,,,,IRGN DMW-582,,,930925998,,Scaffold,10/3/22,JANVCQ01,690506
GCA_027563825.1,ASM2756382v1,Erythroxylum mucronatum,2589496,,,,,F 2320259,,,712302707,,Scaffold,1/3/23,JAOSBP01,210965
GCA_038381775.1,ASM3838177v1,Adansonia rubrostipa,69114,,,,,JRCER8BSKE,,,727124410,,Scaffold,4/18/24,JBBYHM01,407253
GCA_027479065.1,ASM2747906v1,Erythroxylum brevipes,1471845,,,,,UPRRP 032632,,,934220684,,Scaffold,12/28/22,JANIHY01,155196
GCA_903798325.1,FRAX25-0.1,Fraxinus xanthoxyloides,126421,,,,,,,,622795326,,Scaffold,6/16/20,CAIGRL01,316576
GCA_903798295.1,FRAX23-0.1,Fraxinus nigra,56031,,,,,,,,616419230,,Scaffold,6/16/20,CAIGRH01,301269
GCA_026284465.1,ASM2628446v1,Erythroxylum citrifolium,1401403,,,,,F 2324346,,,1079479909,,Scaffold,11/22/22,JANKOE01,389611
GCA_038050645.1,ASM3805064v1,Hedychium gardnerianum,4647,,,,,XFHX5OVJV3,,,825811898,,Scaffold,4/10/24,JBBUKS01,515275
GCA_903798375.1,FRAX30-0.1,Fraxinus sp. D2006-0159,2709126,,,,,,,,704620994,,Scaffold,6/16/20,CAIGRQ01,349614
GCA_035590655.1,ASM3559065v1,Pouteria glomerata,1186188,,,,,IRGN FHL2023006,,,722310630,,Scaffold,1/11/24,JAVXUM01,189300
GCA_949671775.1,SAMN08770936-DRAFT-NextGenCassava-1.0,Mallotus repandus,396370,,,,,,,,962520276,,Contig,4/9/23,CATIWM01,
GCA_037974545.1,ASM3797454v1,Cucumis variabilis,869952,,,,,MI5F6QY5MA,,,566202666,,Scaffold,4/5/24,JBBPDI01,109884
GCA_036897195.1,ASM3689719v1,Plantago coronopus,101996,,,,,pcor-001,,,315546295,,Contig,2/28/24,JAYMSL01,
GCA_028570905.1,ASM2857090v1,Dryas integrifolia,395290,,,,,8CO7L2OPQB,,,222726871,,Scaffold,2/9/23,JAOTRM01,70126
GCA_025629785.1,ASM2562978v1,Erythroxylum oxycarpum,2303050,,,,,F 2324361,,,651926524,,Scaffold,10/8/22,JAOTAZ01,114141
GCA_027563915.1,ASM2756391v1,Erythroxylum rotundifolium,1471846,,,,,IRGN Schultz-1526,,,884866973,,Scaffold,1/3/23,JAOSBO01,231211
GCA_028565015.1,ASM2856501v1,Pinguicula moranensis,192269,,,,,BJR19NCYV7,,,816101522,,Scaffold,2/9/23,JAOWBN01,255161
GCA_027568915.1,ASM2756891v1,Erythroxylum roraimae,2303054,,,,,IRGN Chacon-681,,,659978004,,Scaffold,1/3/23,JAOSBL01,176231
GCA_027576455.1,ASM2757645v1,Erythroxylum roigii,2589525,,,,,IRGN Oviedo-23nov07,,,624499352,,Scaffold,1/6/23,JANZXV01,370688
GCA_026225755.1,INECOL_Bbip_1.0,Bursera bipinnata,80288,,,,,Bp131_2919,male,,229192748,,Scaffold,11/17/22,JANKKC01,93723
GCA_036897405.1,ASM3689740v1,Pelargonium myrrhifolium,253081,,,,,pmy-001,,,371393691,,Contig,2/28/24,JAYMTK01,
GCA_026770325.2,ASM2677032v2,Erythroxylum fimbriatum,2589464,,,,,F 2320249,,,604847228,,Scaffold,6/1/23,JANZLH02,409831
GCA_027563515.1,ASM2756351v1,Erythroxylum platyclados,1304337,,,,,47HGO89VX8,,,505405536,,Scaffold,1/3/23,JAOQMM01,184668
GCA_036897385.1,ASM3689738v1,Geranium incanum,1158081,,,,,gin-001,,,257909841,,Contig,2/28/24,JAYMTQ01,
GCA_029294435.1,ASM2929443v1,Rosaceae sp.,2922363,,,,,CTeuk-1561,,,25810140,,Scaffold,3/20/23,DAGWYU01,4629
GCA_009849625.1,ASM984962v1,Solanum chaucha,682313,,,,,,,,790336793,,Contig,1/10/20,WBIC01,
GCA_038382065.1,ASM3838206v1,Adansonia grandidieri,69111,,,,,8CB302V5O0,,,783127102,,Scaffold,4/18/24,JBBYHK01,515741
GCA_025504935.2,ASM2550493v2,Erythroxylum haughtii,2303038,,,,,USDA B402,,,629610493,,Scaffold,9/20/23,JANSVB02,227908
GCA_035048345.1,ASM3504834v1,Echeveria elegans,1478275,,,,,F6PYN7DR90,,,468486355,,Scaffold,1/3/24,JAWWMW01,145710
GCA_035221805.1,ASM3522180v1,Trichilia hirta,872019,,,,,IRGN FHL2023014,,,592590818,,Scaffold,1/8/24,JAWDEX01,225999
GCA_025727855.1,ibira2.1,Dyckia ibiramensis,1520601,,,,,VMS_2022a,,,17681130,,Contig,10/17/22,JAODYA01,
GCA_038382025.1,ASM3838202v1,Adansonia gregorii,69110,,,,,WEDOJWWZF6,,,795097904,,Scaffold,4/18/24,JBBYHO01,543807
GCA_027123465.1,ASM2712346v1,Erythroxylum coca,289672,,,,,USDA B501,,,1075401999,,Scaffold,12/20/22,JAJMLV01,245894
GCA_026122645.1,ASM2612264v1,Dryas alaskensis,2071455,,,,,IRGN PGY2VKUF8S,,,216705797,,Scaffold,11/10/22,JAOTQX01,64062
GCA_032270445.1,ASM3227044v1,Darlingtonia californica,4355,,,,,IRGN 5IRMLUO2HR,,,404104574,,Scaffold,10/2/23,JAUBWS01,143066
GCA_035221335.1,ASM3522133v1,Echites panduratus,429514,,,,,HKJ88FU6XK,,,302759214,,Scaffold,1/8/24,JAWZTD01,101791
GCA_029829435.1,ASM2982943v1,Erythroxylum hondense,2303039,,,,,F 2324337,,,991084625,,Scaffold,4/18/23,JANKYF01,214567
GCA_026413575.1,ASM2641357v1,Erythroxylum carthagenense,2303024,,,,,F 2324342,,,1260607981,,Scaffold,11/27/22,JANZLD01,609266
GCA_027568955.1,ASM2756895v1,Erythroxylum tenue,2589542,,,,,F 2116334,,,639465523,,Scaffold,1/3/23,JAOSBM01,179324
GCA_002740545.1,Lsch_v1.3,Lophocereus schottii,153875,,,,,,,,797925904,,Scaffold,10/31/17,NCQV01,158704
GCA_900406415.1,ASM90040641v1,Isatis lusitanica,651643,,,,,,,,203919019,,Scaffold,6/15/19,OVBB01,61090
GCA_038381835.1,ASM3838183v1,Adansonia madagascariensis,69112,,,,,VIA5P1OSQF,,,749663025,,Scaffold,4/18/24,JBBYHL01,479118
GCA_027478405.1,ASM2747840v1,Erythroxylum cassinoides,2589444,,,,,F 2324380,,,1151891947,,Scaffold,12/28/22,JANIPM01,428867
GCA_025762765.1,ASM2576276v1,Quercus bicolor,889476,,,,,IRGN RRWISU4ZKJ,,,811492352,,Scaffold,10/19/22,JAOXJQ01,149066
GCA_032355705.1,ASM3235570v1,Rubia peregrina,29801,,,,,IRGN 7Y76S2NX4E,,,905004164,,Scaffold,10/4/23,JAULKK01,337081
GCA_903798315.1,FRAX20-0.1,Fraxinus greggii,126366,,,,,,,,694270417,,Scaffold,6/16/20,CAIGRK01,430537
GCA_900406355.1,ASM90040635v1,Erysimum pusillum,1492262,,,,,,,,184063902,,Scaffold,6/14/19,OVBW01,47441
GCA_903798365.1,FRAX29-0.1,Fraxinus sp. 1973-6204,2709125,,,,,,,,926431276,,Scaffold,6/16/20,CAIGRR01,550497
GCA_949640765.1,SAMN08770956-DRAFT-NextGenCassava-1.0,Croton laevigatus,1336182,,,,,,,,614669831,,Contig,4/9/23,CATIWJ01,
GCA_902829195.1,FRAX04-0.1,Fraxinus dipetala,126365,,,,,,,,586418090,,Contig,4/15/20,CADEPD01,
GCA_027123815.1,ASM2712381v1,Erythroxylum minutifolium,2589494,,,,,Oviedo-06dic07,,,1073930510,,Scaffold,12/20/22,JAOTJB01,347965
GCA_025629945.1,ASM2562994v1,Erythroxylum savannarum,2303043,,,,,F 2324370,,,545546056,,Scaffold,10/8/22,JAOTAW01,103476
GCA_036897545.1,ASM3689754v1,Pelargonium fulgidum,73198,,,,,pfu-001,,,278170879,,Contig,2/28/24,JAYMTE01,
GCA_032355405.1,ASM3235540v1,Rubia balearica,3049805,,,,,IRGN HXAGUL1EY8,,,886072993,,Scaffold,10/4/23,JAULKJ01,342035
GCA_028566215.1,ASM2856621v1,Silene coronaria,42034,,,,,CE4ZMBFEHB,,,624287860,,Scaffold,2/9/23,JAOWBH01,224340
GCA_026259685.1,ASM2625968v1,Tagetes patula,55843,,,,,IRGN AN1HT29U3K,,,434551858,,Scaffold,11/21/22,JAOYNQ01,169887
GCA_029299655.1,ASM2929965v1,Poaceae sp.,2866903,,,,,CTeuk-1959,,,5805711,,Scaffold,3/20/23,DAGXHX01,1315
GCA_900406285.1,ASM90040628v1,Biscutella auriculata,379493,,,,,,,,384769842,,Scaffold,6/15/19,OVAO01,150640
GCA_013358455.1,MaSuRCA_all.p2,Thalictrum thalictroides,46969,,,,,WT478/WT964,,Annotation submitted by University of Minnesota,243091176,,Scaffold,6/18/20,JABWDY01,44860
GCA_001282645.1,BoeWGS1.0,Vitis cinerea x Vitis riparia,266788,,,,,,,,539624286,,Scaffold,9/10/15,CCJE01,210444
GCA_036897425.1,ASM3689742v1,Erodium trifolium,337410,,,,,etr-001,,,362878403,,Contig,2/28/24,JAYMTN01,
GCA_037177295.1,ASM3717729v1,Kaempferia parviflora,97751,,,,,7Q37P5P7XZ,,,668404027,,Scaffold,3/15/24,JBAMIE01,235592
GCA_029582345.1,B1595106,Solanum oplocense x Solanum tuberosum,2898758,,,,,backcross clone,,,1007750739,,Contig,4/4/23,JAJONT01,
GCA_037834155.1,ASM3783415v1,Curcuma caesia,508682,,,,,WZSDK4H7AQ,,,614514281,,Scaffold,3/29/24,JBBMKF01,490056
GCA_949673435.1,SAMN08770805-DRAFT-NextGenCassava-1.0,Macaranga tanarius,109849,,,,,,,,1001301599,,Contig,4/9/23,CATIWO01,
GCA_948208565.1,Hc-NTBG20172064-DRAFT-NextGenCassava-1.0,Hura crepitans,99294,,,,20172064,1,,,3303964928,,Contig,4/10/23,CANXYI01,
GCA_002752925.1,violet_k79_twolib_greater_than_500bp,Viola pubescens var. scabriuscula,97446,,,,,,,,318365769,,Scaffold,11/6/17,NBIL01,157716
GCA_025175695.1,ekl_cut1000.fasta,Eugenia klotzschiana,1515725,,,,,SC36,,,211860844,,Scaffold,9/13/22,JANUWG01,75152
GCA_018326445.1,Fbro_1.0,Flaveria brownii,33111,,,,,,,,924089419,,Scaffold,4/13/21,BJCN01,350981
